Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,144.0,144.7899932861328,143.00999450683594,144.64999389648438,141.29331970214844,6902200
2022-01-04,144.0399932861328,145.13999938964844,141.75999450683594,142.0,138.704833984375,11310000
2022-01-05,142.85000610351562,145.9499969482422,142.74000549316406,143.9199981689453,140.58029174804688,11806000
2022-01-06,143.6199951171875,144.63999938964844,142.39999389648438,143.52000427246094,140.18955993652344,7276300
2022-01-07,143.5,145.36000061035156,142.9600067138672,144.88999938964844,141.52777099609375,6574500
2022-01-10,145.44000244140625,145.58999633789062,143.1199951171875,144.61000061035156,141.2542724609375,7577200
2022-01-11,144.2100067138672,144.6199951171875,143.17999267578125,144.1999969482422,140.85379028320312,7222900
2022-01-12,143.67999267578125,143.9600067138672,143.0,143.44000244140625,140.11143493652344,6315600
2022-01-13,143.42999267578125,145.67999267578125,143.11000061035156,145.47000122070312,142.09432983398438,8084200
2022-01-14,144.22000122070312,146.6300048828125,144.22000122070312,145.05999755859375,141.69384765625,8955800
2022-01-18,144.41000366210938,144.6999969482422,142.1300048828125,142.52000427246094,139.2127685546875,7041300
2022-01-19,142.5399932861328,144.99000549316406,141.9199981689453,143.94000244140625,140.5998077392578,7558000
2022-01-20,142.35000610351562,144.4600067138672,141.07000732421875,141.22000122070312,137.9429473876953,7462400
2022-01-21,141.22000122070312,142.25999450683594,140.05999755859375,140.19000244140625,136.9368438720703,9169400
2022-01-24,139.07000732421875,140.52999877929688,137.30999755859375,140.1999969482422,136.94659423828125,9566400
2022-01-25,139.99000549316406,140.3699951171875,136.80999755859375,137.14999389648438,133.96737670898438,9826500
2022-01-26,137.33999633789062,138.7899932861328,135.16000366210938,135.75,132.59988403320312,8728500
2022-01-27,136.9199981689453,139.0800018310547,135.3699951171875,135.83999633789062,132.68780517578125,9253000
2022-01-28,136.0,137.57000732421875,133.9499969482422,137.52000427246094,134.32879638671875,8377300
2022-01-31,137.08999633789062,140.0399932861328,136.6999969482422,139.80999755859375,136.565673828125,6731200
2022-02-01,139.2100067138672,141.14999389648438,138.99000549316406,140.91000366210938,137.64015197753906,6774400
2022-02-02,141.0,141.63999938964844,140.14999389648438,140.85000610351562,137.58155822753906,6049900
2022-02-03,140.25999450683594,141.99000549316406,139.77000427246094,140.99000549316406,137.71827697753906,6913700
2022-02-04,140.88999938964844,141.0,138.35000610351562,139.3300018310547,136.0968017578125,7345500
