Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,37.307498931884766,39.845001220703125,37.3025016784668,38.209999084472656,38.209999084472656,5654800
2022-01-04,38.04249954223633,38.247501373291016,35.76250076293945,37.227500915527344,37.227500915527344,7339600
2022-01-05,37.09749984741211,37.212501525878906,32.287498474121094,32.342498779296875,32.342498779296875,13585600
2022-01-06,33.209999084472656,34.42499923706055,30.28499984741211,32.75749969482422,32.75749969482422,24206000
2022-01-07,39.942501068115234,40.07749938964844,33.125,35.154998779296875,35.154998779296875,48549200
2022-01-10,33.747501373291016,33.92250061035156,30.0,32.787498474121094,32.787498474121094,22048000
2022-01-11,32.525001525878906,34.20000076293945,31.84749984741211,32.57500076293945,32.57500076293945,10332400
2022-01-12,32.5,32.83000183105469,31.612499237060547,32.01499938964844,32.01499938964844,6298000
2022-01-13,32.125,32.625,30.422500610351562,30.6200008392334,30.6200008392334,8901200
2022-01-14,30.037500381469727,30.575000762939453,28.0049991607666,29.162500381469727,29.162500381469727,15402000
2022-01-18,28.27750015258789,28.4375,26.100000381469727,27.227500915527344,27.227500915527344,15022400
2022-01-19,27.502500534057617,28.262500762939453,26.102500915527344,26.642499923706055,26.642499923706055,9614400
2022-01-20,26.975000381469727,28.799999237060547,25.399999618530273,25.667499542236328,25.667499542236328,11680400
2022-01-21,25.25,27.552499771118164,23.18000030517578,26.59000015258789,26.59000015258789,22120000
2022-01-24,24.7549991607666,25.71500015258789,21.572500228881836,25.037500381469727,25.037500381469727,25039600
2022-01-25,24.229999542236328,26.24250030517578,23.752500534057617,24.947500228881836,24.947500228881836,14297200
2022-01-26,25.274999618530273,29.75,25.077499389648438,25.815000534057617,25.815000534057617,33330000
2022-01-27,26.03499984741211,26.75,23.22249984741211,23.3799991607666,23.3799991607666,14644400
2022-01-28,23.850000381469727,24.5,21.90250015258789,24.477500915527344,24.477500915527344,16430400
2022-01-31,24.467500686645508,27.454999923706055,24.46500015258789,27.232500076293945,27.232500076293945,13997200
2022-02-01,28.252500534057617,29.162500381469727,27.065000534057617,28.149999618530273,28.149999618530273,13847600
2022-02-02,27.587499618530273,27.96500015258789,24.514999389648438,25.010000228881836,25.010000228881836,13116400
2022-02-03,25.375,26.735000610351562,24.427499771118164,24.8075008392334,24.8075008392334,10710000
2022-02-04,24.752500534057617,26.0,23.770000457763672,25.584999084472656,25.584999084472656,7627200
2022-02-07,25.747499465942383,26.344999313354492,24.6924991607666,25.584999084472656,25.584999084472656,7037600
2022-02-08,25.440000534057617,29.417499542236328,25.137500762939453,28.899999618530273,28.899999618530273,19839600
2022-02-09,28.522499084472656,31.177499771118164,28.25,31.072500228881836,31.072500228881836,15467600
2022-02-10,29.487499237060547,32.94499969482422,29.0,30.61750030517578,30.61750030517578,14826000
2022-02-11,30.6200008392334,32.467498779296875,30.1924991607666,31.0625,31.0625,11299200
2022-02-14,30.732500076293945,31.375,29.037500381469727,29.272499084472656,29.272499084472656,9102800
2022-02-15,30.239999771118164,31.8075008392334,29.815000534057617,31.540000915527344,31.540000915527344,7911600
2022-02-16,31.107500076293945,33.212501525878906,30.979999542236328,32.08250045776367,32.08250045776367,8007600
2022-02-17,31.6924991607666,32.712501525878906,30.55500030517578,30.852500915527344,30.852500915527344,6256400
2022-02-18,31.049999237060547,31.412500381469727,29.532499313354492,30.38249969482422,30.38249969482422,6214000
2022-02-22,29.549999237060547,30.832500457763672,28.547500610351562,29.514999389648438,29.514999389648438,6156400
2022-02-23,30.30500030517578,30.84000015258789,28.56999969482422,28.717500686645508,28.717500686645508,5393200
2022-02-24,26.38249969482422,31.427499771118164,26.030000686645508,31.145000457763672,31.145000457763672,9024800
2022-02-25,30.892499923706055,31.24250030517578,29.122499465942383,29.645000457763672,29.645000457763672,6841200
2022-02-28,30.25,31.572500228881836,29.22249984741211,30.834999084472656,30.834999084472656,6458000
2022-03-01,30.547500610351562,31.467500686645508,29.587499618530273,29.7549991607666,29.7549991607666,4384000
2022-03-02,29.875,30.667499542236328,29.092500686645508,30.49250030517578,30.49250030517578,5242800
2022-03-03,30.739999771118164,30.934999465942383,29.3075008392334,29.602500915527344,29.602500915527344,4382400
2022-03-04,29.502500534057617,30.127500534057617,27.645000457763672,27.915000915527344,27.915000915527344,5911200
2022-03-07,28.75,28.75,24.024999618530273,24.837499618530273,24.837499618530273,12591600
2022-03-08,25.25749969482422,27.247499465942383,24.272499084472656,25.752500534057617,25.752500534057617,8536000
2022-03-09,26.7450008392334,27.21500015258789,25.875,26.302499771118164,26.302499771118164,5598400
2022-03-10,25.979999542236328,26.014999389648438,24.5625,25.139999389648438,25.139999389648438,5582000
2022-03-11,25.665000915527344,25.725000381469727,23.172500610351562,23.172500610351562,23.172500610351562,8822000
2022-03-14,23.357500076293945,23.579999923706055,19.395000457763672,19.52750015258789,19.52750015258789,18134400
